source_center,destination_center,route_type,time_bucket,observation_count,median_osrm_time_min,median_actual_movement_min,median_actual_elapsed_min,median_movement_delay_ratio,median_excess_min,breach_rate,chronic_delay
IND110044AAB,IND201007AAA,Carting,afternoon,4,23.0,65.0,157.5,2.8260869565217392,42.0,1.0,False
IND110044AAB,IND201007AAA,Carting,evening,7,23.0,54.0,145.0,2.347826086956522,31.0,1.0,True
IND110044AAB,IND201301AAF,Carting,afternoon,4,14.0,34.5,77.5,2.4642857142857144,20.5,1.0,False
IND110044AAB,IND201301AAF,Carting,evening,3,15.0,29.0,75.0,1.6111111111111112,11.0,1.0,False
IND110052AAA,IND000000ACB,Carting,evening,9,64.0,107.0,228.0,1.646153846153846,42.0,1.0,True
IND110052AAA,IND000000ACB,Carting,night,1,62.0,117.0,377.0,1.8870967741935485,55.0,1.0,False
IND110064AAA,IND000000ACB,Carting,evening,14,54.0,76.0,122.0,1.3703703703703702,20.5,1.0,True
IND110064AAA,IND000000ACB,Carting,morning,10,54.0,644.5,676.0,11.935185185185185,590.5,1.0,True
IND110064AAA,IND000000ACB,Carting,night,2,55.5,736.5,784.5,13.281493506493508,681.0,1.0,False
IND110064AAA,IND110005AAA,Carting,evening,1,13.0,30.0,100.0,2.3076923076923075,17.0,1.0,False
IND110064AAA,IND110005AAA,Carting,night,1,11.0,33.0,78.0,3.0,22.0,1.0,False
IND110064AAA,IND110046AAA,Carting,morning,1,15.0,45.0,137.0,3.0,30.0,1.0,False
IND110078AAA,IND110043AAA,Carting,morning,5,21.0,67.0,103.0,3.1904761904761907,46.0,1.0,True
IND110078AAA,IND110043AAA,Carting,night,3,21.0,52.0,168.0,2.4,30.0,1.0,False
IND110083AAA,IND110085AAB,Carting,night,1,17.0,50.0,152.0,2.9411764705882355,33.0,1.0,False
IND110085AAB,IND000000ACB,Carting,evening,3,64.0,140.0,193.0,2.1875,76.0,1.0,False
IND110085AAB,IND000000ACB,Carting,morning,3,62.0,282.0,297.0,4.40625,218.0,1.0,False
IND110085AAB,IND000000ACB,Carting,night,1,65.0,155.0,165.0,2.3846153846153846,90.0,1.0,False
IND110085AAB,IND110039AAA,Carting,morning,2,17.0,40.5,56.0,2.385416666666667,23.5,1.0,False
IND110085AAB,IND110039AAA,Carting,night,2,15.0,17.0,45.0,1.1339285714285714,2.0,0.0,False
IND110085AAB,IND110083AAA,Carting,night,3,15.0,56.0,65.0,4.0,42.0,1.0,False
IND110085AAB,IND110085AAA,Carting,afternoon,1,13.0,27.0,726.0,2.076923076923077,14.0,1.0,False
IND110085AAB,IND110087AAA,Carting,morning,2,13.0,35.0,49.0,2.6923076923076925,22.0,1.0,False
IND110085AAB,IND110087AAA,Carting,night,1,13.0,14.0,41.0,1.0769230769230769,1.0,0.0,False
IND110092AAC,IND000000ACB,Carting,evening,3,68.0,132.0,189.0,1.9411764705882353,64.0,1.0,False
IND110092AAC,IND000000ACB,Carting,morning,2,68.5,180.5,195.0,2.632992327365729,112.0,1.0,False
IND110092AAC,IND000000ACB,Carting,night,1,61.0,128.0,153.0,2.098360655737705,67.0,1.0,False
IND110092AAC,IND110093AAA,Carting,evening,1,16.0,52.0,99.0,3.25,36.0,1.0,False
IND110093AAA,IND110092AAC,Carting,night,1,18.0,58.0,88.0,3.2222222222222223,40.0,1.0,False
IND110095AAB,IND000000ACB,Carting,evening,1,71.0,108.0,165.0,1.5211267605633803,37.0,1.0,False
IND121001AAA,IND121004AAB,Carting,morning,11,11.0,24.0,37.0,2.0,12.0,0.9090909090909091,True
IND121001AAA,IND121004AAB,Carting,night,11,11.0,20.0,39.0,1.8181818181818181,9.0,1.0,True
IND121002AAB,IND000000ACB,Carting,afternoon,2,65.5,98.5,364.5,1.5045454545454546,33.0,1.0,False
IND121002AAB,IND000000ACB,Carting,evening,15,66.0,152.0,225.0,2.417910447761194,89.0,1.0,True
IND121002AAB,IND000000ACB,Carting,morning,4,65.5,173.0,636.0,2.629971590909091,107.0,1.0,False
IND121002AAB,IND000000ACB,Carting,night,3,65.0,134.0,180.0,2.09375,70.0,1.0,False
IND121004AAA,IND121004AAB,Carting,morning,1,16.0,31.0,71.0,1.9375,15.0,1.0,False
IND121004AAA,IND121004AAB,Carting,night,8,13.5,33.0,123.5,2.3833333333333333,19.5,1.0,True
IND121004AAB,IND000000ACB,Carting,evening,10,65.0,121.5,255.5,1.8692307692307693,56.5,1.0,True
IND121004AAB,IND000000ACB,Carting,morning,11,65.0,120.0,137.0,1.8181818181818181,54.0,1.0,True
IND121004AAB,IND110037AAM,Carting,evening,13,26.0,50.0,82.0,1.8518518518518519,23.0,1.0,True
IND121004AAB,IND110037AAM,Carting,morning,5,25.0,69.0,119.0,2.8333333333333335,44.0,1.0,True
IND121004AAB,IND110037AAM,Carting,night,8,26.5,70.0,100.5,2.8,44.5,1.0,True
IND121004AAB,IND121001AAA,Carting,morning,12,10.5,18.5,72.5,1.606060606060606,6.5,1.0,True
IND121004AAB,IND121001AAA,Carting,night,7,11.0,21.0,42.0,1.9333333333333333,11.0,1.0,True
IND121004AAB,IND121004AAA,Carting,evening,3,13.0,23.0,101.0,1.9166666666666667,11.0,1.0,False
IND121004AAB,IND121004AAA,Carting,morning,8,12.5,24.0,55.0,1.8461538461538463,10.5,1.0,True
IND121004AAB,IND121004AAA,Carting,night,3,12.0,18.0,68.0,1.5,6.0,1.0,False
IND121004AAB,IND121004AAC,Carting,evening,1,13.0,76.0,128.0,5.846153846153846,63.0,1.0,False
IND121004AAB,IND121004AAC,Carting,morning,6,12.5,26.0,50.0,1.9615384615384615,12.5,1.0,True
IND121004AAB,IND121004AAC,Carting,night,2,12.5,23.0,47.0,1.8397435897435899,10.5,1.0,False
IND121004AAB,IND121102AAA,Carting,morning,15,29.0,62.0,86.0,1.9642857142857142,30.0,1.0,True
IND121004AAB,IND121102AAA,Carting,night,13,29.0,52.0,91.0,1.6666666666666667,20.0,1.0,True
IND121004AAC,IND121004AAB,Carting,morning,1,10.0,87.0,99.0,8.7,77.0,1.0,False
IND121004AAC,IND121004AAB,Carting,night,2,12.5,82.5,154.0,6.471153846153846,70.0,1.0,False
IND121102AAA,IND121004AAB,Carting,night,11,29.0,124.0,185.0,4.2,96.0,1.0,True
IND122001AAA,IND000000ACB,Carting,evening,13,34.0,52.0,96.0,1.5294117647058822,18.0,0.9230769230769231,True
IND122001AAA,IND110037AAM,Carting,evening,1,15.0,58.0,91.0,3.8666666666666667,43.0,1.0,False
IND122001AAA,IND122001AAD,Carting,morning,2,11.5,37.5,57.5,3.253846153846154,26.0,1.0,False
IND122001AAA,IND122001AAD,Carting,night,1,13.0,41.0,62.0,3.1538461538461537,28.0,1.0,False
IND122001AAA,IND122101AAC,Carting,morning,1,16.0,22.0,53.0,1.375,6.0,1.0,False
IND122001AAD,IND122050AAA,Carting,morning,6,20.0,52.5,59.5,2.5630952380952383,32.0,1.0,True
IND122001AAD,IND122050AAA,Carting,night,2,20.0,23.5,51.5,1.1791979949874687,3.5,0.5,False
IND122001AAJ,IND507123AAA,FTL,night,9,58.0,45.0,57.0,0.7758620689655172,0.0,0.0,False
IND122002AAD,IND122503AAA,Carting,morning,2,22.5,51.0,75.0,2.285,28.5,1.0,False
IND122004AAA,IND000000ACB,Carting,evening,1,34.0,55.0,196.0,1.6176470588235294,21.0,1.0,False
IND122004AAA,IND122413AAE,Carting,afternoon,15,35.0,63.0,106.0,1.8,28.0,1.0,True
IND122004AAA,IND122413AAE,Carting,evening,16,35.0,63.0,121.5,1.8252100840336134,28.5,1.0,True
IND122004AAA,IND122413AAE,Carting,night,1,34.0,54.0,185.0,1.588235294117647,20.0,1.0,False
IND122503AAA,IND122001AAA,Carting,morning,2,26.5,121.5,226.0,4.5997150997151,95.0,1.0,False
IND123001AAA,IND123401AAB,FTL,night,10,34.5,67.5,91.5,1.9558823529411766,33.0,1.0,True
IND123401AAB,IND123106AAB,FTL,night,10,50.0,98.0,131.5,1.96,48.0,1.0,True
IND124001AAB,IND126102AAA,FTL,night,2,43.5,99.0,136.0,2.281712473572939,55.5,1.0,False
IND124103AAA,IND127021AAA,FTL,evening,6,52.0,100.0,121.0,1.9230769230769231,48.0,1.0,True
IND124112AAA,IND125005AAA,FTL,afternoon,2,45.5,111.5,131.5,2.4507246376811596,66.0,1.0,False
IND124112AAA,IND125033AAA,FTL,afternoon,3,29.0,54.0,81.0,1.8,24.0,1.0,False
IND124141AAA,IND000000ACB,FTL,night,7,79.0,156.0,168.0,1.9746835443037976,77.0,1.0,True
IND124507AAA,IND131028AAB,FTL,night,9,45.0,104.0,141.0,2.260869565217391,58.0,1.0,True
IND124507AAA,IND131028AAE,FTL,night,1,45.0,134.0,345.0,2.977777777777778,89.0,1.0,False
IND125001AAA,IND000000ACB,FTL,afternoon,1,135.0,269.0,345.0,1.9925925925925927,134.0,1.0,False
IND125001AAA,IND000000ACB,FTL,evening,5,137.0,271.0,388.0,2.014925373134328,136.0,1.0,True
IND125001AAA,IND110037AAM,FTL,afternoon,5,132.0,471.0,559.0,3.514925373134328,337.0,1.0,True
IND125001AAA,IND110037AAM,FTL,morning,1,132.0,649.0,833.0,4.916666666666667,517.0,1.0,False
IND125001AAA,IND125047AAB,FTL,evening,6,35.0,72.5,147.0,2.0424603174603173,37.0,1.0,True
IND125001AAA,IND125051AAA,FTL,evening,1,63.0,211.0,304.0,3.3492063492063493,148.0,1.0,False
IND125001AAA,IND335513AAA,FTL,afternoon,1,150.0,244.0,350.0,1.6266666666666667,94.0,1.0,False
IND125001AAA,IND335513AAA,FTL,evening,4,150.5,270.0,349.0,1.800485651214128,120.5,1.0,False
IND125001AAA,IND335523AAB,FTL,evening,2,118.5,366.0,437.0,3.0882352941176467,247.5,1.0,False
IND125001AAA,IND335524AAA,FTL,afternoon,1,165.0,310.0,413.0,1.878787878787879,145.0,1.0,False
IND125001AAA,IND335524AAA,FTL,evening,3,164.0,312.0,382.0,1.9024390243902438,148.0,1.0,False
IND125005AAA,IND000000ACB,FTL,evening,5,137.0,264.0,367.0,1.927007299270073,127.0,1.0,True
IND125005AAA,IND125047AAB,FTL,evening,3,35.0,74.0,136.0,2.1714285714285713,40.0,1.0,False
IND125005AAA,IND335513AAA,FTL,evening,3,150.0,266.0,333.0,1.7733333333333334,116.0,1.0,False
IND125005AAA,IND335523AAB,FTL,evening,1,119.0,310.0,388.0,2.6050420168067228,191.0,1.0,False
IND125005AAA,IND335524AAA,FTL,evening,2,166.5,280.0,376.5,1.6818181818181819,113.5,1.0,False
IND125033AAA,IND125001AAA,FTL,afternoon,3,17.0,34.0,44.0,2.0,17.0,1.0,False
IND125033AAA,IND125005AAA,FTL,afternoon,2,17.5,36.0,50.0,2.0620915032679736,18.5,1.0,False
IND125047AAB,IND125050AAA,FTL,night,1,35.0,95.0,113.0,2.7142857142857144,60.0,1.0,False
IND125047AAB,IND125051AAA,FTL,evening,6,58.0,129.0,143.0,2.2490336009515315,72.5,1.0,True
IND125047AAB,IND125051AAA,FTL,night,2,57.5,124.5,135.0,2.165305505142166,67.0,1.0,False
IND125050AAA,IND125051AAA,FTL,night,2,21.5,37.0,48.5,1.7186147186147185,15.5,1.0,False
IND125051AAA,IND125111AAA,FTL,night,4,31.0,32.0,48.0,1.0489583333333332,1.5,0.0,False
IND125104AAA,IND125005AAA,FTL,morning,1,109.0,282.0,447.0,2.5871559633027523,173.0,1.0,False
IND125111AAA,IND125121AAA,FTL,night,2,33.0,103.5,128.5,3.1820276497695854,70.5,1.0,False
IND125121AAA,IND125001AAA,FTL,morning,1,30.0,122.0,374.0,4.066666666666666,92.0,1.0,False
IND125121AAA,IND125001AAA,FTL,night,2,29.5,88.0,512.5,2.9672413793103445,58.5,1.0,False
IND126102AAA,IND131301AAA,FTL,night,2,35.0,75.5,99.5,2.1571428571428575,40.5,1.0,False
IND126112AAA,IND131028AAB,FTL,morning,14,73.0,171.5,318.5,2.3768075117370895,99.5,0.9285714285714286,True
IND127021AAA,IND127201AAA,FTL,evening,1,39.0,68.0,122.0,1.7435897435897436,29.0,1.0,False
IND127021AAA,IND127201AAA,FTL,night,2,38.5,83.0,123.0,2.1551956815114712,44.5,1.0,False
IND127201AAA,IND124141AAA,FTL,night,2,37.0,90.0,95.5,2.424264705882353,53.0,1.0,False
IND131021AAA,IND131028AAA,Carting,afternoon,13,11.0,16.0,39.0,1.5,6.0,0.6923076923076923,True
IND131021AAA,IND131028AAA,Carting,evening,15,12.0,19.0,46.0,1.9166666666666667,8.0,0.9333333333333333,True
IND131021AAA,IND131028AAA,Carting,morning,14,12.0,18.5,43.5,1.8472222222222223,8.0,1.0,True
IND131028AAB,IND000000ACB,Carting,afternoon,32,97.0,183.0,346.5,1.9210526315789473,87.5,1.0,True
IND131028AAB,IND000000ACB,Carting,evening,13,94.0,190.0,300.0,2.0,97.0,1.0,True
IND131028AAB,IND000000ACB,Carting,morning,14,97.5,170.5,331.5,1.739795918367347,72.5,0.9285714285714286,True
IND131028AAB,IND000000ACB,Carting,night,15,95.0,218.0,362.0,2.2244897959183674,120.0,1.0,True
IND131028AAB,IND110037AAM,Carting,night,6,57.5,132.5,307.5,2.2650496785505556,74.0,1.0,True
IND131028AAB,IND124001AAB,FTL,evening,3,55.0,98.0,217.0,1.75,42.0,1.0,False
IND131028AAB,IND124507AAA,FTL,evening,10,42.0,83.0,184.0,1.9404761904761905,39.5,1.0,True
IND131028AAB,IND132103AAA,FTL,evening,2,46.0,256.0,450.0,5.326923076923077,210.0,1.0,False
IND131028AAB,IND136118AAA,FTL,evening,15,95.0,187.0,412.0,1.9893617021276595,93.0,1.0,True
IND131028AAB,IND160002AAC,FTL,afternoon,6,129.5,225.0,348.0,1.7239577216676454,94.5,1.0,True
IND131028AAB,IND160002AAC,FTL,morning,8,129.0,217.5,489.5,1.6860465116279069,88.5,1.0,True
IND131028AAB,IND160002AAC,FTL,night,12,130.0,234.5,346.0,1.7900763358778626,103.5,1.0,True
IND131028AAB,IND201204AAA,FTL,evening,7,47.0,94.0,300.0,2.0,47.0,1.0,True
IND131028AAB,IND244001AAA,FTL,morning,1,161.0,313.0,602.0,1.9440993788819876,152.0,1.0,False
IND131028AAB,IND244001AAA,FTL,night,12,159.0,349.0,622.5,2.1949685534591197,190.0,1.0,True
IND131028AAB,IND244235AAA,FTL,morning,15,122.0,223.0,399.0,1.824,102.0,1.0,True
IND131028AAB,IND247667AAA,FTL,afternoon,3,140.0,255.0,504.0,1.8214285714285714,115.0,1.0,False
IND131028AAB,IND247667AAB,FTL,afternoon,10,140.0,264.0,442.5,1.879078014184397,123.5,1.0,True
IND131028AAB,IND248001AAD,FTL,afternoon,1,212.0,397.0,673.0,1.8726415094339623,185.0,1.0,False
IND131028AAB,IND249407AAA,FTL,afternoon,1,180.0,336.0,555.0,1.8666666666666667,156.0,1.0,False
IND131028AAB,IND250002AAA,FTL,evening,1,73.0,132.0,1126.0,1.8082191780821917,59.0,1.0,False
IND131028AAB,IND250609AAA,FTL,evening,1,22.0,65.0,188.0,2.9545454545454546,43.0,1.0,False
IND131028AAB,IND250611AAA,FTL,evening,2,35.5,124.5,203.0,3.50436507936508,89.0,1.0,False
IND131028AAB,IND251001AAA,FTL,afternoon,9,95.0,182.0,361.0,1.946236559139785,88.0,1.0,True
IND131028AAB,IND251001AAA,FTL,morning,1,97.0,172.0,634.0,1.7731958762886597,75.0,1.0,False
IND131301AAA,IND131028AAB,FTL,night,2,39.5,120.0,365.5,3.0358974358974358,80.5,1.0,False
IND132001AAA,IND131028AAB,FTL,night,2,76.0,278.5,412.5,3.664473684210526,202.5,1.0,False
IND132001AAA,IND132103AAA,FTL,night,1,34.0,107.0,306.0,3.1470588235294117,73.0,1.0,False
IND132001AAA,IND132103AAB,FTL,night,2,29.5,276.5,492.0,9.939814814814815,247.0,1.0,False
IND132103AAA,IND131028AAB,FTL,afternoon,3,45.0,169.0,297.0,2.913793103448276,111.0,1.0,False
IND132103AAA,IND132001AAA,FTL,night,4,35.5,63.5,83.5,1.8440476190476192,29.5,1.0,False
IND132103AAB,IND131028AAB,FTL,afternoon,2,44.0,93.5,154.5,2.125,49.5,1.0,False
IND132103AAB,IND131028AAB,FTL,morning,3,44.0,215.0,403.0,4.673913043478261,169.0,1.0,False
IND133004AAA,IND135001AAA,FTL,night,5,54.0,90.0,147.0,1.6363636363636365,35.0,1.0,True
IND134102AAA,IND174103AAA,FTL,morning,1,13.0,51.0,77.0,3.923076923076923,38.0,1.0,False
IND134102AAA,IND174103AAA,FTL,night,10,14.0,37.5,73.0,2.678571428571429,23.5,1.0,True
IND134109AAA,IND160002AAC,Carting,morning,8,36.5,463.0,641.5,12.99563492063492,427.0,1.0,True
IND134109AAA,IND160002AAC,Carting,night,1,36.0,56.0,86.0,1.5555555555555556,20.0,1.0,False
IND134203AAA,IND140501AAA,Carting,night,10,40.5,63.5,105.0,1.5875,23.5,1.0,True
IND135001AAA,IND173025AAA,FTL,morning,1,46.0,111.0,147.0,2.4130434782608696,65.0,1.0,False
IND135001AAA,IND173025AAA,FTL,night,8,45.0,103.5,136.0,2.2666666666666666,57.5,1.0,True
IND136027AAA,IND132039AAA,FTL,night,14,35.0,66.0,134.5,1.9264705882352942,31.5,1.0,True
IND136118AAA,IND136128AAA,FTL,night,15,28.0,38.0,70.0,1.3703703703703705,10.0,1.0,True
IND136128AAA,IND136027AAA,FTL,night,15,20.0,42.0,58.0,2.1,22.0,1.0,True
IND140001AAA,IND140118AAA,FTL,morning,1,33.0,65.0,98.0,1.9696969696969697,32.0,1.0,False
IND140001AAA,IND140118AAA,FTL,night,11,33.0,58.0,86.0,1.7575757575757576,25.0,1.0,True
IND140118AAA,IND160002AAC,FTL,morning,5,105.0,186.0,235.0,1.723809523809524,78.0,1.0,True
IND140118AAA,IND160002AAC,FTL,night,8,104.0,160.0,197.0,1.5055440055440055,54.0,1.0,True
IND140301AAA,IND140001AAA,FTL,night,13,24.0,40.0,74.0,1.6666666666666667,16.0,1.0,True
IND140301AAA,IND140901AAA,Carting,morning,12,15.0,32.0,51.5,2.133928571428571,17.0,1.0,True
IND140401AAA,IND000000ACA,FTL,night,2,52.5,127.5,168.0,2.417211328976035,75.0,1.0,False
IND140401AAA,IND142401AAA,FTL,night,3,33.0,51.0,77.0,1.5757575757575757,18.0,1.0,False
IND140401AAA,IND147301AAA,FTL,night,1,23.0,34.0,69.0,1.4782608695652173,11.0,1.0,False
IND140406AAA,IND140401AAA,FTL,night,7,28.0,38.0,59.0,1.5833333333333333,14.0,0.7142857142857143,True
IND140501AAA,IND160002AAC,Carting,morning,3,17.0,43.0,66.0,2.5294117647058822,26.0,1.0,False
IND140501AAA,IND160002AAC,Carting,night,8,16.5,37.5,63.0,2.2095588235294117,20.5,1.0,True
IND140901AAA,IND160002AAC,Carting,morning,13,47.0,86.0,107.0,1.8085106382978724,38.0,1.0,True
IND140901AAA,IND160055AAA,Carting,night,13,14.0,26.0,64.0,1.8571428571428572,12.0,1.0,True
IND141003AAB,IND000000ACA,Carting,morning,7,11.0,20.0,46.0,1.8181818181818181,9.0,0.7142857142857143,True
IND141003AAB,IND142026AAA,FTL,night,15,33.0,56.0,83.0,1.6774193548387097,22.0,1.0,True
IND141010AAA,IND000000ACA,Carting,morning,1,11.0,20.0,23.0,1.8181818181818181,9.0,1.0,False
IND141109AAA,IND000000ACA,FTL,night,11,56.0,77.0,120.0,1.375,21.0,0.5454545454545454,True
IND141115AAA,IND000000ACA,FTL,night,14,30.0,42.0,52.5,1.4474358974358974,13.0,0.8571428571428571,True
IND142001AAB,IND151001AAA,FTL,evening,1,66.0,175.0,203.0,2.6515151515151514,109.0,1.0,False
IND142001AAB,IND152026AAA,FTL,evening,20,62.0,103.5,147.0,1.6693548387096775,42.0,1.0,True
IND142026AAA,IND000000ACA,FTL,night,1,40.0,110.0,204.0,2.75,70.0,1.0,False
IND142026AAA,IND141109AAA,FTL,night,12,35.5,49.5,76.5,1.3797619047619047,13.5,1.0,True
IND142401AAA,IND000000ACA,FTL,morning,2,22.5,37.5,74.5,1.6875,15.0,1.0,False
IND142401AAA,IND000000ACA,FTL,night,3,20.0,35.0,87.0,1.75,15.0,1.0,False
IND143001AAA,IND144001AAB,FTL,evening,14,65.0,131.0,216.5,2.0327868852459017,65.5,1.0,True
IND144001AAA,IND144040AAA,FTL,night,11,20.0,36.0,71.0,1.85,17.0,1.0,True
IND144001AAB,IND000000ACA,FTL,evening,1,53.0,151.0,496.0,2.849056603773585,98.0,1.0,False
IND144001AAB,IND000000ACA,FTL,night,15,53.0,112.0,133.0,2.188679245283019,63.0,1.0,True
IND144001AAB,IND143001AAA,FTL,evening,12,64.5,97.5,112.0,1.503129513721714,32.5,1.0,True
IND144001AAB,IND144401AAB,Carting,morning,2,14.0,25.5,49.0,1.8214285714285712,11.5,1.0,False
IND144001AAB,IND144401AAB,Carting,night,9,14.0,18.0,34.0,1.5,8.0,0.7777777777777778,True
IND144001AAB,IND144601AAA,FTL,evening,1,16.0,59.0,120.0,3.6875,43.0,1.0,False
IND144001AAB,IND144601AAA,FTL,night,2,17.0,75.0,112.5,4.354166666666666,58.0,1.0,False
IND144001AAB,IND160002AAC,FTL,evening,1,116.0,674.0,865.0,5.810344827586207,558.0,1.0,False
IND144001AAC,IND000000ACA,Carting,evening,1,57.0,94.0,423.0,1.6491228070175439,37.0,1.0,False
IND144001AAC,IND000000ACA,FTL,evening,4,55.5,126.5,368.5,2.2719298245614037,70.5,1.0,False
IND144001AAC,IND000000ACA,FTL,night,4,51.0,99.0,379.5,1.94185598767809,48.0,1.0,False
IND144001AAC,IND160002AAC,Carting,afternoon,11,116.0,285.0,407.0,2.544642857142857,173.0,1.0,True
IND144001AAC,IND160002AAC,Carting,evening,1,112.0,295.0,396.0,2.6339285714285716,183.0,1.0,False
IND144040AAA,IND144001AAB,FTL,night,7,19.0,44.0,57.0,2.25,22.0,1.0,True
IND144401AAB,IND144001AAB,Carting,morning,8,11.5,21.5,35.0,1.9583333333333335,10.0,1.0,True
IND144401AAB,IND144001AAB,Carting,night,5,11.0,27.0,34.0,2.0714285714285716,15.0,1.0,True
IND144514AAA,IND000000ACA,FTL,night,1,58.0,100.0,118.0,1.7241379310344827,42.0,1.0,False
IND144514AAA,IND141115AAA,FTL,night,5,28.0,49.0,56.0,1.75,21.0,1.0,True
IND144527AAA,IND141115AAA,FTL,night,4,34.0,63.5,69.5,1.8676470588235294,29.5,1.0,False
IND144601AAA,IND144001AAA,FTL,night,2,16.5,33.0,54.0,2.0018382352941178,16.5,1.0,False
IND144601AAA,IND144040AAA,FTL,night,1,38.0,51.0,61.0,1.3421052631578947,13.0,1.0,False
IND145001AAA,IND176201AAA,FTL,morning,1,21.0,31.0,68.0,1.4761904761904763,10.0,1.0,False
IND145001AAA,IND176201AAA,FTL,night,5,22.0,43.0,70.0,1.7916666666666667,19.0,1.0,True
IND145001AAA,IND176303AAA,FTL,night,1,103.0,122.0,164.0,1.1844660194174756,19.0,0.0,False
IND147001AAB,IND147201AAA,FTL,night,6,28.0,36.0,78.0,1.3205619412515963,9.0,0.8333333333333334,True
IND147001AAB,IND160002AAC,FTL,morning,7,59.0,234.0,294.0,3.5384615384615383,175.0,1.0,True
IND147001AAD,IND147201AAA,FTL,night,1,28.0,42.0,49.0,1.5,14.0,1.0,False
IND147001AAD,IND148023AAA,FTL,night,1,63.0,79.0,119.0,1.253968253968254,16.0,1.0,False
IND147001AAD,IND160002AAC,FTL,morning,5,34.0,130.0,210.0,4.193548387096774,99.0,1.0,True
IND147101AAA,IND147105AAA,FTL,night,6,23.0,32.0,51.5,1.4078674948240164,9.0,1.0,True
IND147101AAA,IND160002AAC,FTL,night,1,58.0,407.0,429.0,7.017241379310345,349.0,1.0,False
IND147105AAA,IND147101AAA,FTL,night,1,26.0,37.0,111.0,1.4230769230769231,11.0,1.0,False
IND147105AAA,IND160002AAC,FTL,night,6,85.0,766.5,1106.5,9.01764705882353,681.5,1.0,True
IND147201AAA,IND148023AAA,FTL,night,7,33.0,36.0,68.0,1.0909090909090908,3.0,0.14285714285714285,False
IND147301AAA,IND140401AAA,FTL,night,1,30.0,40.0,61.0,1.3333333333333333,10.0,1.0,False
IND148023AAA,IND148001AAA,FTL,night,2,29.5,39.5,56.5,1.3408045977011493,10.0,1.0,False
IND148023AAA,IND148024AAB,FTL,night,1,18.0,36.0,70.0,2.0,18.0,1.0,False
IND148028AAA,IND147001AAB,FTL,night,9,53.0,98.0,121.0,1.849056603773585,45.0,1.0,True
IND148028AAA,IND147001AAD,FTL,night,2,51.5,92.5,110.5,1.7980769230769231,41.0,1.0,False
IND148101AAA,IND148102AAA,FTL,night,2,22.0,30.0,56.5,1.3636363636363635,8.0,1.0,False
IND148102AAA,IND151001AAA,FTL,night,1,58.0,106.0,227.0,1.8275862068965518,48.0,1.0,False
IND151001AAA,IND148101AAA,FTL,night,4,58.5,81.0,111.0,1.396551724137931,23.0,1.0,False
IND151001AAA,IND151103AAA,FTL,night,2,24.5,30.0,66.0,1.1904761904761905,6.0,0.5,False
IND151001AAA,IND151302AAA,FTL,night,14,41.0,33.0,93.0,0.8248905565978737,0.0,0.07142857142857142,False
IND151001AAA,IND160002AAC,FTL,evening,15,159.0,254.0,375.0,1.5875,94.0,1.0,True
IND151302AAA,IND151505AAA,FTL,night,13,38.0,35.0,51.0,0.8947368421052632,0.0,0.07692307692307693,False
IND151505AAA,IND151506AAA,FTL,night,5,27.0,46.0,55.0,1.7692307692307692,20.0,0.6,True
IND151506AAA,IND151001AAA,FTL,night,11,74.0,108.0,359.0,1.4594594594594594,34.0,0.9090909090909091,True
IND152024AAA,IND152123AAA,FTL,night,1,31.0,64.0,80.0,2.064516129032258,33.0,1.0,False
IND152026AAA,IND000000ACA,FTL,evening,13,121.0,570.0,633.0,4.710743801652892,449.0,1.0,True
IND152026AAA,IND151001AAA,FTL,evening,6,54.0,55.5,72.0,1.0276157804459691,1.5,0.16666666666666666,False
IND152026AAA,IND152024AAA,FTL,night,1,21.0,43.0,62.0,2.0476190476190474,22.0,1.0,False
IND152026AAA,IND160002AAC,FTL,evening,1,180.0,811.0,975.0,4.5055555555555555,631.0,1.0,False
IND160002AAC,IND000000ACA,FTL,afternoon,1,69.0,111.0,395.0,1.608695652173913,42.0,1.0,False
IND160002AAC,IND000000ACA,FTL,morning,10,63.0,127.0,660.5,1.8918067226890756,60.5,1.0,True
IND160002AAC,IND000000ACA,FTL,night,14,63.0,127.0,256.5,2.007936507936508,64.0,1.0,True
IND160002AAC,IND000000ACB,FTL,afternoon,4,211.0,415.0,706.0,1.971767095463778,204.5,1.0,False
IND160002AAC,IND000000ACB,FTL,evening,23,212.0,419.0,628.0,1.9764150943396226,207.0,1.0,True
IND160002AAC,IND000000ACB,FTL,morning,13,212.0,403.0,878.0,1.900943396226415,191.0,1.0,True
IND160002AAC,IND000000ACB,FTL,night,14,211.0,458.0,668.5,2.170616113744076,247.0,1.0,True
IND160002AAC,IND110037AAM,FTL,afternoon,7,185.0,334.0,505.0,1.8054054054054054,149.0,1.0,True
IND160002AAC,IND131028AAB,FTL,evening,12,129.5,249.0,385.5,1.9154387833599622,119.0,1.0,True
IND160002AAC,IND134203AAA,Carting,night,1,47.0,104.0,168.0,2.2127659574468086,57.0,1.0,False
IND160002AAC,IND135001AAA,FTL,night,1,61.0,114.0,149.0,1.8688524590163935,53.0,1.0,False
IND160002AAC,IND140301AAA,FTL,night,14,47.0,68.0,139.0,1.4468085106382977,21.0,0.9285714285714286,True
IND160002AAC,IND140603AAA,Carting,morning,6,29.0,37.0,93.0,1.2758620689655173,8.0,1.0,True
